basic_moving_percentage,basic_km,basic_trips,basic_avg_speed,basic_ignition_total_duration_in_sec,basic_ignition_moving_duration_in_sec,basic_fuel_consumed,can_km,can_fuel_consumed,country_code,vehcile_model
0.0,0.0,0,0.0,724.0,0.0,0.0,,,SA,2012 Volvo fh
0.0,6.22,13,3.15,43820.0,0.0,1.89,,,SA,2015 MAN
0.42,249.08,9,18.78,38053.0,15927.576393872849,53.09,,,AE,2013 Volvo fh
0.0,7.66,2,23.0,5876.0,0.0,1.63,7.620000000111759,3.3000000000029104,AE,2013 / Volvo fh
0.11,31.14,3,20.33,30234.0,3416.4796197574806,6.38,,,AE,2014 Volvo fh
0.05,27.03,26,16.38,27028.0,1302.871059991366,6.71,,,SA,"Vfh12, 2015"
0.98,411.58,2,55.0,22212.0,21826.653253227563,84.29,,,AE,357073299980231
0.0,0.0,0,0.0,0.0,0.0,0.0,,,AE,2014 Volvo fh
0.0,260.84,5,30.2,0.0,12343.33622922712,52.42,,,SA,2013 / Volvo fh
0.23,115.67,6,10.33,33107.0,7472.7431127146,25.12,,,KW,2012 Volvo fh
0.65,160.11,20,30.1,17811.0,11527.957821908483,34.66,,,AE,H unicorn
0.23,78.2,20,12.65,27301.0,6228.927203654731,17.48,,,AE,"Volvo fh12, 2003"
0.67,277.7,11,16.73,23076.0,15501.380353238148,58.21,,,AE,862476052271698
0.0,0.12,1,1.0,6487.0,0.0,0.07,,,KW,350424062352727
0.48,438.81,4,53.75,45179.0,21825.3447215424,91.93,,,SA,2016 MAN
0.0,6.37,20,4.05,4019.0,0.0,2.27,0.0,3.1999999999970896,AE,2014/ Volvo FH
1.95,680.08,9,45.67,16800.0,32704.139404724945,133.2,652.2799999999988,202.80999999999767,AE,2014 Volvo fh
0.0,0.0,0,0.0,459.0,0.0,0.0,,,AE,351742101089375
0.74,224.09,4,47.75,16520.0,12142.316130608997,46.47,,,AE,2015 VOLVO FH
0.28,116.7,5,18.2,22036.0,6209.616084938711,24.39,112.62000000011176,42.80999999999767,AE,2014 Volvo fh
0.0,0.0,0,0.0,3417.0,0.0,0.0,,,SA,2008 Volvo fh12
0.0,43.13,6,11.67,0.0,4685.328069919362,8.93,,,SA,"volvo fh12, 2006"
0.68,334.02,3,41.33,29006.0,19594.663170423308,69.59,321.87999999988824,130.0900000000256,AE,2008 Volvo fh12
0.0,0.0,0,0.0,21179.0,0.0,0.0,,,AE,2013 volvo fh
0.33,371.86,13,32.15,63934.0,21311.73614268217,78.86,,,BH,2011 Renault premium
0.59,229.01,18,29.0,30507.0,17930.00043045112,49.06,1718.7600000000093,21.0,AE,Toyota rush 2022
0.04,25.91,11,8.09,35956.0,1336.5180797217065,5.73,,,SA,Volvo fh 2011
0.15,56.03,9,13.33,29589.0,4364.825453213744,12.55,,,AE,2003 Volvo fh
0.51,546.8,12,33.42,55284.0,27957.80693220636,114.48,,,AE,350424062340086
0.37,321.49,15,20.8,60861.0,22467.176052233182,69.5,307.62999999988824,80.71999999997206,AE,2014 Volvo fh
0.0,0.0,0,0.0,0.0,0.0,0.0,,,AE,H unicorn
0.79,381.14,13,29.15,29797.0,23399.6973072454,79.58,,,BH,2012 Volvo fh12
0.61,417.25,17,21.12,49018.0,29891.480849505744,88.88,,,AE,2015 Volvo fh
0.0,0.0,0,0.0,47214.0,0.0,0.0,,,AE,2004 Volvo fh12
0.81,113.76,2,31.5,8145.0,6590.781824148733,23.28,,,KW,2012 Volvo fh12
0.34,100.22,7,20.29,16525.0,5625.185499851599,21.16,101.5,25.099999999998545,SA,2013 / Volvo fh
0.88,437.65,10,25.4,27373.0,24213.798703422857,90.32,,,AE,Volvo FH 2012
0.0,0.0,0,0.0,28770.0,0.0,0.0,,,AE,Volvo FH12 2012
0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,AE,2008 Volvo fh12
0.58,131.69,10,13.3,13991.0,8099.036158133709,28.03,,,SA,2009 Volvo fh12
0.0,0.0,0,0.0,0.0,0.0,0.0,,,SA,2013 Volvo fh
0.51,175.96,6,45.5,23155.0,11769.794384848945,37.43,,,AE,862476052263182
0.0,7.05,2,7.0,2135.0,0.0,1.51,,,AE,2012 Volvo fh
0.82,290.3,19,30.74,29360.0,23955.446135304723,61.58,0.0,22.800000000000185,AE,TOYOTA RUSH 2022
1.06,124.21,6,20.17,7837.0,8290.81728343009,25.66,,,SA,2011 Volvo fh
0.0,0.17,1,4.0,2001.0,0.0,0.08,,,AE,2006 Volvo fh 440
0.71,241.22,21,31.67,28922.0,20589.59237224634,51.8,242.4100000000035,20.100000000000136,AE,Toyota rush 2022
0.23,138.01,22,16.59,33335.0,7628.412391031228,30.38,,,AE,"Volvo Fh13, 2010"
0.0,0.0,0,0.0,748.0,0.0,0.0,,,SA,2013 Volvo fh
0.0,0.0,0,0.0,892.0,0.0,0.0,,,AE,Volvo FH12 2006
0.61,526.14,16,27.69,39382.0,23993.551996646143,109.47,,,AE,"Volvo fh12, 2006"
0.87,243.12,6,29.33,18969.0,16469.079786579332,50.49,,,AE,2008 Volvo fh12
0.92,396.79,3,45.0,21563.0,19898.151471819983,81.28,,,AE,2012 Volvo fh
0.36,440.13,10,39.3,71909.0,25752.20293323984,93.77,,,AE,9281
0.0,1.0,2,12.5,12980.0,0.0,0.3,,,AE,351742100671413
0.62,15.4,1,26.0,3440.0,2132.582909318288,3.13,,,SA,2014 Volvo FH
0.19,167.96,12,21.42,49581.0,9261.422266338934,35.93,,,AE,350424062340003
0.47,419.16,15,27.0,52170.0,24430.758091261167,88.62,,,AE,2006 volvo fh
0.49,385.62,8,34.25,51228.0,25144.40554831257,81.46,366.2400000002235,112.5,AE,2014 Volvo fh
0.14,39.95,11,12.82,9761.0,1404.513162103756,8.54,38.0,22.700000000000728,SA,2012 Volvo fh
0.49,394.99,32,12.75,46245.0,22595.59795156148,84.55,,,SA,2015 Volvo fh
0.3,148.75,6,21.17,27799.0,8302.199700734953,31.63,,,SA,2006 Volvo fh12
0.09,77.4,34,17.12,19158.0,1778.4107394335706,17.18,,,AE,H unicorn
0.0,7.32,7,35.0,8609.0,2.0045438509103737,1.81,,,AE,351742100671413
0.0,0.06,1,0.0,1788.0,0.0,0.06,0.0,0.0,AE,2008 Volvo fh12
0.67,442.08,14,25.36,36460.0,24318.51476130456,92.32,,,SA,2007 Volvo fh12
0.7,344.84,8,44.75,28293.0,19844.14283436424,71.91,,,AE,2014 Volvo fh
1.34,411.32,6,42.17,15978.0,21466.41653003188,82.86,,,SA,Volvo FH12 2012
0.91,152.39,7,49.57,9662.0,8782.764438100945,31.55,152.4499999999971,0.0,AE,Ford Transit 2020
0.46,389.21,16,15.0,40448.0,18640.522475932063,82.03,,,AE,2011 Volvo fh
0.22,31.89,7,10.57,9660.0,2171.99826240139,6.73,,,AE,2012 Volvo fh
0.0,0.64,1,12.0,364.0,0.0,0.18,,,AE,Volvo FH12 2003
0.3,324.92,21,23.57,60860.0,18284.501594271267,69.98,,,SA,"Vfh12, 2015"
0.21,125.51,6,10.0,36069.0,7714.111070090454,27.1,,,KW,2011 Volvo fh
0.0,0.0,0,0.0,657.0,0.0,0.0,,,AE,Mercedes Actros 2004
0.0,0.99,1,12.0,984.0,0.0,0.25,,,AE,2013 Volvo fh
0.47,148.63,16,21.75,26104.0,12170.404507393796,32.55,,,AE,Volvo fh
0.0,3.9,5,4.8,6546.0,0.0,1.03,,,AE,2008 M Actros
0.07,81.81,20,21.6,60155.0,4429.953956036835,18.31,,,SA,"Vfh12, 2015"
0.22,118.6,9,10.44,45576.0,9829.917136066291,25.87,,,KW,2012 Volvo fh
0.0,0.0,0,0.0,0.0,0.0,0.0,,,AE,Volvo fh12
0.0,0.0,0,0.0,3323.0,0.0,0.0,,,AE,Volvo FH12 2012
0.0,0.0,0,0.0,5.0,0.0,0.0,,,AE,Volvo FH12 2006
0.9,375.53,6,41.0,24395.0,22036.973897191983,77.61,,,AE,2014 Volvo fh
0.39,374.98,21,21.67,64158.0,25251.51015186539,81.12,,,AE,2015 Volvo fh
0.0,0.15,3,3.0,29723.0,0.0,0.18,,,SA,2014 Volbo fh
0.0,0.0,0,0.0,0.0,0.0,0.0,,,AE,2015 Volvo fh
0.76,507.21,7,64.14,37869.0,28695.970554484484,105.08,519.3799999999974,154.70000000000073,OM,2012 Volvo fh
0.43,372.74,23,16.09,39780.0,16955.052448121914,78.5,,,SA,Volvo FH 2008
0.93,188.61,30,40.03,15946.0,14756.846970582885,40.63,,,AE,H unicorn
0.81,288.37,10,23.8,21518.0,17465.728987097802,59.9,,,AE,2013 Volvo fh
0.79,441.29,8,24.0,32263.0,25511.609388283337,91.78,,,SA,"volvo fh12, 2015"
0.19,96.75,4,15.75,31050.0,5872.327505527825,20.42,,,KW,2013 Volvo fh
0.38,49.23,3,17.0,9532.0,3583.3930516529053,10.0,,,SA,2007 VOLVO FH 
0.63,542.88,10,35.3,47542.0,30142.27751259112,113.52,,,AE,addtional
0.3,142.53,5,39.4,36525.0,11112.001968031356,31.12,137.75,49.0,AE,2014 Volvo fh
0.82,373.93,6,30.17,26058.0,21408.16965384807,77.21,,,AE,Volvo FH 2010
0.1,74.11,5,12.0,50362.0,5272.339782128174,16.0,71.62000000011176,54.40000000000873,AE,2008/Volvo FH
0.79,648.09,16,26.94,40308.0,31770.59290910253,134.0,,,AE,Volvo Fh12 2011
0.51,233.69,22,22.68,38508.0,19542.02882140318,51.06,,,AE,2013 Volvo Fh
0.0,0.0,0,0.0,0.0,0.0,0.0,,,AE,Volvo FH12 2012
0.0,3.83,2,10.5,11025.0,0.0,0.86,,,AE,2004 / Volvo fh12
0.0,0.0,0,0.0,0.0,0.0,0.0,,,AE,Volvo FH12 2012
0.0,1.23,1,11.0,2688.0,0.0,0.3,,,AE,351742101090886
0.94,626.28,12,36.67,50724.0,47664.74049035163,130.31,,,AE,2012 Volvo fh
0.66,327.64,8,27.75,32581.0,21451.126681463185,68.62,313.62999999988824,102.30999999999769,AE,2014 Volvo fh
0.41,366.13,5,29.8,45786.0,18969.72768136071,77.03,,,SA,2008 Volvo
0.75,386.68,11,28.36,29010.0,21706.462798029184,80.74,,,SA,2006 Volvo fh 440
0.66,197.92,32,28.38,22535.0,14957.207175059191,43.32,,,AE,H unicorn
0.67,766.75,15,45.47,54044.0,36309.553712720095,159.4,,,AE,351742101075994
0.68,378.62,5,48.8,34370.0,23459.36175078489,79.11,370.6299999998882,160.9099999999744,AE,2007 Volvo fh12
0.0,12.72,15,2.27,27451.0,0.0,3.29,,,SA,2011 Volvo fh
0.75,561.58,16,19.5,43353.0,32628.24640737673,117.37,,,SA,2014 Volvo fh12
0.47,300.03,14,15.79,34186.0,16188.1447253904,63.38,,,SA,2011 Volvo fh
0.91,244.26,5,35.0,14880.0,13583.613905145348,50.18,,,AE,Volvo FH12 2011
0.27,79.92,13,20.92,13064.0,3543.8504976163167,16.63,0.0,0.0,AE,Toyota Avanza 2020
0.56,284.34,18,22.61,32337.0,17980.870616830107,60.21,0.0,149.5,AE,2011 Volvo fh
0.69,270.3,5,21.6,26088.0,17982.04218579482,56.38,257.0,76.0,AE,2014 Volvo fh
1.32,869.01,7,45.14,37781.0,50027.91089247383,175.1,,,SA,2014 Volvo fh12
0.56,439.22,15,36.6,41539.0,23368.6726820007,92.23,,,AE,2007 VOLVO FH 
0.07,71.12,11,7.27,52545.0,3622.217791880939,15.73,,,AE,359633108599999
0.7,150.75,11,18.27,17810.0,12490.164139973142,32.23,,,AE,2009Volvo fh
0.74,423.59,6,58.67,34491.0,25491.040502518044,88.4,,,AE,2013 Volvo fh
0.0,0.0,0,0.0,0.0,0.0,0.0,,,AE,2007 / Volvo fh 12
0.46,139.51,11,28.82,22574.0,10495.214752418738,29.8,,,AE,Volvo FH12 2004
0.0,5.29,2,11.0,11908.0,0.0,1.16,,,AE,2012 Volvo fh
0.42,63.66,21,18.62,13854.0,5832.970007593942,14.49,1466.9899999999907,7.900000000000091,AE,Toyota Rush 2022
0.0,0.34,2,2.0,4901.0,0.0,0.17,0.5,1.7999999999883585,AE,2014 Volvo fh
0.64,482.23,12,27.33,42595.0,27301.720164711413,100.91,466.7400000002235,188.4099999999744,AE,2014 Volvo fh
0.0,0.0,0,0.0,0.0,0.0,0.0,,,AE,2015 MAN
0.0,0.21,1,1.0,40578.0,0.0,0.09,,,KW,2012 Volvo fh
0.52,313.0,22,27.09,31835.0,16537.204136797292,66.24,,,SA,862476052265245
0.59,19.46,1,36.0,3304.0,1946.198443041245,3.94,,,AE,Mercedes Actros 2003
0.42,13.84,3,33.33,1729.0,719.5147185058722,2.92,,,AE,H unicorn
0.49,93.43,31,35.94,12529.0,6189.797440714407,20.89,,,AE,H unicorn
0.64,101.66,5,20.0,9790.0,6287.034970372023,21.13,102.37999999988824,26.5,SA,2008  Volvo fh
0.56,67.11,7,28.71,9143.0,5118.63158077041,14.38,67.2100000000064,0.0,AE,Ford Transit 2020
0.0,2.67,16,1.38,55796.0,0.0,1.33,,,SA,2005 Volvo fh12
0.0,0.52,1,5.0,3444.0,0.0,0.15,,,AE,2007 Volvo fh12
0.05,9.18,6,19.67,9934.0,489.471036994599,2.14,,,AE,2013 Volvo fh
0.0,525.64,7,46.86,0.0,29508.28101385172,105.48,,,AE,351742100659681
0.87,644.93,9,37.0,37348.0,32319.162352670053,132.59,,,KW,2009Volvo fh
0.0,0.0,0,0.0,3258.0,0.0,0.0,,,SA,2012 volvo fh12
0.81,429.9,6,59.17,28570.0,23212.470277806635,88.87,,,AE,Volvo FH  2004
0.0,0.0,0,0.0,0.0,0.0,0.0,,,AE,H unicorn
0.0,0.0,0,0.0,2306.0,0.0,0.0,,,AE,"Vfh 12, 2015"
1.89,532.61,6,42.0,15318.0,28998.73349098452,104.22,248.63999999999945,70.69000000000233,AE,2014 Volvo fh
0.0,2.12,3,4.0,3012.0,0.0,0.57,,,AE,2011 Volvo fh
0.7,722.77,11,38.09,56922.0,40083.11346927555,150.68,,,SA,"volvo fh12, 2015"
0.52,75.36,19,24.84,10663.0,5575.748396496476,16.66,,,AE,H unicorn
0.81,763.2,11,40.91,49236.0,40098.25513025184,157.92,,,AE,2013 Volvo fh
0.87,906.67,7,60.57,53689.0,46710.80487113415,186.38,,,SA,9281
0.05,10.04,8,7.62,10446.0,483.7087039421277,2.41,,,AE,2012 Volvo fh
0.87,637.92,19,24.37,48124.0,41852.24460150626,132.84,,,AE,2015 Volvo fh
0.0,3.94,4,5.75,2901.0,0.0,0.99,,,AE,2013 volvo fh12
0.81,475.88,5,34.4,29431.0,23870.225059664102,98.02,,,SA,2011 Volvo fh
0.15,99.47,18,23.17,32201.0,4673.940723299807,21.69,,,AE,H unicorn
0.2,203.3,21,9.48,44243.0,9013.04931129968,43.42,,,SA,2011 Volvo fh
0.0,599.24,16,20.25,0.0,41574.04880999142,120.65,,,AE,2015 Volvo fh
0.63,568.17,16,27.12,50176.0,31590.42586637566,118.91,,,AE,351742101075994
0.0,0.0,0,0.0,0.0,0.0,0.0,,,AE,"volvo fh12, 2006"
0.38,488.66,16,22.88,68862.0,26316.320605069806,103.66,,,SA,2014 Volvo fh
0.35,131.69,10,23.1,18307.0,6439.930403959987,27.59,,,SA,"Vfh12, 2015"
0.4,226.16,6,38.5,30989.0,12385.637686295977,47.69,,,AE,Volvo FH12 2007
0.05,134.61,43,112.02,24516.0,1305.042828109486,29.07,,,AE,Reefer Truck 502
0.66,800.14,20,22.65,63613.0,41821.53800700936,166.97,,,SA,359633108599999
0.55,553.19,14,45.57,52957.0,29242.7263052402,116.25,,,AE,2013 Volvo fh
1.01,949.87,17,34.88,45612.0,46288.76704785022,194.3,,,AE,Volvo FH12 2007
0.36,168.49,14,10.86,41334.0,14775.40016124669,37.4,0.0,53.38999999998487,AE,2013 Volvo fh
8.31,115.07,7,17.86,1222.0,10155.494031021675,13.73,102.75,68.61999999999534,AE,2008 Volvo fh12
0.38,15.11,5,25.4,2544.0,963.6585697324848,3.27,,,AE,2013 Volvo fh
0.47,435.38,12,28.17,55482.0,26044.53857688833,92.38,,,SA,2006 Volvo fh12
0.43,163.54,13,25.15,31187.0,13511.47131516629,35.45,,,AE,Volvo FH 2000
0.39,367.4,14,16.0,62649.0,24348.239167345568,78.55,349.25,105.30999999999769,AE,2014 Volvo fh
0.0,0.0,0,0.0,0.0,0.0,0.0,,,AE,2004 Volvo fh12
0.0,0.0,0,0.0,215.0,0.0,0.0,,,AE,2007 Volvo fh12
0.89,488.67,8,50.5,32611.0,28952.437532235963,101.16,,,SA,2005 Volvo fh12
0.94,331.53,5,40.8,17902.0,16770.63302505202,67.93,321.75,85.0,AE,2014/Volvo FH
0.78,692.23,9,42.67,51466.0,40205.1022387556,143.88,655.3799999998882,164.21999999997206,AE,2014 Volvo fh
0.36,310.37,4,39.25,40843.0,14714.833942418558,65.26,,,OM,2014 Volvo fh
0.65,553.42,20,29.55,46049.0,30024.969305218845,116.03,,,AE, Volvo Fh 2008 
0.8,448.87,8,47.38,31862.0,25362.14068078435,93.27,,,AE,Volvo FH 2007
0.0,0.0,0,0.0,0.0,0.0,0.0,,,AE,2011 Volvo fh
0.5,356.06,9,34.89,37229.0,18534.46183533973,74.92,,,AE,Volvo FH 2007
0.0,2.01,5,3.4,9349.0,0.0,0.65,,,SA,350424062352586
0.07,51.57,5,20.6,34283.0,2560.5339515728383,10.56,,,SA,2011 Volvo fh
0.0,0.0,0,0.0,2533.0,0.0,0.0,,,AE,2015 Volvo fh
0.0,9.29,9,12.56,15081.0,60.03524608945019,2.31,,,SA,2013 Volvo fh12
0.33,30.77,3,23.67,5303.0,1760.1503160176785,6.3,320.9700000000012,0.0,AE,Toyota Avanza 2020
0.71,88.97,15,29.13,9107.0,6496.447790985561,19.04,,,AE,H unicorn
0.0,0.0,0,0.0,0.0,0.0,0.0,,,AE,Volvo FH12 2004
0.35,156.61,5,27.4,31620.0,10996.87020702872,33.84,150.37999999988824,51.61999999999534,AE,2014 Volvo fh
0.94,201.46,27,35.33,20513.0,19253.27784721924,43.36,,,AE,H unicorn
0.51,350.21,12,28.58,43213.0,22054.154420047264,74.5,,,OM,2014 Volvo fh
0.0,0.0,0,0.0,13377.0,0.0,0.0,,,AE,"Vfh12, 2015"
0.69,482.79,16,21.75,47053.0,32402.40041591536,102.02,459.37000000011176,154.71999999997206,AE,2010 Volvo fh
0.0,0.0,0,0.0,1462.0,0.0,0.0,,,AE,2011/ Volvo FH
0.18,24.02,7,16.29,11006.0,1978.1649957173404,5.15,,,AE,2012 Volvo fh12
0.0,0.69,9,0.44,25232.0,0.0,0.59,,,AE,2010 Volvo fh
0.46,459.29,8,39.38,57623.0,26746.673551505413,96.98,,,AE,351742101089375
0.51,153.03,17,21.59,22605.0,11460.956807544278,33.39,,,AE,2003 Volvo FH
0.59,470.63,11,26.09,49071.0,28984.72574303701,99.37,479.9400000000605,149.5,AE,2014 Volvo FH
0.59,391.87,9,34.78,36008.0,21357.115218616786,81.75,,,AE,2010 Volvo fh12
1.88,181.54,15,21.47,10316.0,19386.01685901239,35.48,,,AE,2007 Volvo fh12
0.0,0.0,0,0.0,0.0,0.0,0.0,,,AE,2015 MAN
0.21,72.71,18,19.61,13909.0,2933.446031621553,15.44,,,AE,H unicorn
0.33,146.78,8,18.38,36444.0,12195.417197844135,32.05,140.5,77.21999999997206,AE,2004 Volvo fh12
0.81,250.07,7,21.14,17691.0,14365.353848626011,51.66,237.24000000022352,83.21999999997206,AE,2014 Volvo fh
0.6,427.94,5,32.6,32161.0,19361.72855153787,88.73,,,SA,359633108599866
0.36,65.71,7,9.14,14220.0,5188.086758621502,14.24,,,AE,2008 Volvo fh12
0.0,0.0,0,0.0,700.0,0.0,0.0,,,AE,2006 volvo fh12
0.37,255.8,22,13.95,40163.0,14858.371585330337,55.22,,,SA,2012 Volvo fh
0.72,387.38,9,20.78,26724.0,19304.39773215749,80.4,,,SA,2012 Volvo fh
0.38,68.46,9,26.89,8897.0,3371.3530988862576,14.14,,,AE,H unicorn
0.28,82.61,17,17.06,24135.0,6742.078707651761,18.18,,,AE,Volvo FH12 2003
0.6,559.05,7,41.57,45141.0,27059.81562768929,116.22,,,SA,"Volvo fh12, 2005"
0.09,22.1,9,9.78,8540.0,803.575827727573,4.87,,,SA,2012 Volvo fh12
0.46,260.03,13,17.23,32329.0,14868.981339948588,55.37,,,SA,2009 Volvo fh12
1.18,1049.83,11,40.18,58062.0,68313.4191448855,213.69,,,SA,2006 Volvo fh12
0.65,598.59,20,27.3,47870.0,31018.81029280448,125.09,,,AE," vfh12, 2015"
0.83,709.95,8,51.38,45492.0,37656.47257724405,146.6,,,SA,2010 Volvo fh
0.0,11.26,6,6.0,17702.0,0.0,2.55,,,AE,2015 VOLVO FH
0.24,97.83,9,8.56,23375.0,5663.035469571623,20.85,,,KW,2009 Volvo fh
0.33,403.4,5,50.2,53730.0,17719.84146996599,84.01,,,SA,351742100802398
0.28,113.64,24,14.67,32402.0,9025.055092881095,25.54,,,AE,2003 Volvo fh12
0.67,138.58,22,31.77,14916.0,10055.66788346368,29.87,,,AE,H unicorn
0.53,484.41,16,16.38,48880.0,25722.407582832097,102.1,,,SA,2014 Volvo fh
0.0,2.82,5,14.6,1473.0,0.0,0.81,,,AE,H unicorn
0.66,332.19,11,29.27,29017.0,19270.79359909896,69.66,,,SA,2012 Volvo fh
0.69,119.87,15,32.87,14231.0,9780.884952907734,25.76,120.13999999999942,10.899999999999636,AE,Toyota Rush 2022
0.0,1.79,3,5.0,4407.0,0.0,0.51,,,AE,2012 Volvo fh
0.33,387.64,11,17.09,60119.0,19705.011115526664,81.93,,,SA,2013 Volvo fh
0.74,240.42,21,36.33,27066.0,19917.417317220355,51.56,240.5799999999872,19.200000000000045,AE,Toyota rush 2022
0.45,297.07,9,21.67,50311.0,22793.83558745828,63.96,308.87999999988824,136.28000000002794,AE,2008 Volvo fh12
0.88,302.6,7,28.43,25066.0,22055.21119936845,63.18,304.87000000011176,88.5,AE,2013 / Volvo fh
0.48,159.81,12,18.67,24789.0,11787.854485958627,34.56,163.5,68.09999999997672,AE,2013/ Volvo FH
0.34,102.16,6,18.67,20782.0,6981.72117851742,21.5,,,AE,Volvo FH12 2011
0.7,532.69,5,39.4,46159.0,32487.42181437688,111.35,511.7400000002235,128.09999999997672,AE,2014 Volvo fh
0.45,434.54,8,32.38,56225.0,25429.623405813923,92.09,,,AE,Volvo FH12 2012
0.0,0.0,0,0.0,785.0,0.0,0.0,,,AE,VOLVO FH 2007
0.37,292.49,16,25.12,42470.0,15716.557773822637,62.26,,,SA,Volvo FH  2004
0.69,73.36,6,13.33,10615.0,7347.376979241273,16.0,,,AE,2012 Volvo fh
0.0,2.03,4,5.25,2925.0,0.0,0.61,,,AE,Volvo FH 2012
0.29,144.2,3,23.67,28411.0,8169.032174451679,30.59,,,KW,2014 Volvo FH
0.0,0.0,0,0.0,1081.0,0.0,0.0,0.0,0.3999999999941792,AE,2008/Volvo FH
0.0,0.0,0,0.0,5887.0,0.0,0.0,,,AE,862476052263182
0.34,258.12,9,26.33,50907.0,17441.017475757446,55.12,312.31999999999243,156.59999999997672,AE,2011 Volvo fh
0.23,155.77,6,27.17,40641.0,9385.019665897313,33.13,,,AE,2015 Volvo fh
0.77,544.14,7,34.14,37316.0,28703.86317644433,112.41,,,AE,2012 volvo fh
0.33,303.27,12,23.58,69265.0,22943.116607464886,65.86,291.37000000011176,153.28000000002794,AE,2004 Volvo fh12
0.15,100.35,15,4.47,42882.0,6504.51555110454,21.71,,,SA,2007 Volvo fh12
0.93,485.89,9,54.44,30546.0,28467.64964789992,100.06,,,AE,350424062352727
0.0,0.0,0,0.0,0.0,0.0,0.0,,,AE,2016 MAN
0.75,1023.87,14,37.64,61821.0,46139.088532978014,211.2,,,AE,"Volvo fh12, 2005"
0.68,50.77,3,20.33,5667.0,3834.623019258106,10.83,,,SA,2006 Volvo fh12
0.0,6.28,9,3.11,19832.0,0.0,1.71,,,SA,2006 Volvo fh12
0.03,24.65,22,3.82,48199.0,1649.9986800010558,6.03,18.68999999994412,35.099999999998545,SA,2011 Volvo fh
0.0,0.0,0,0.0,9.0,0.0,0.0,0.0,0.0,AE,2008 Volvo fh12
0.54,366.33,14,25.0,35532.0,19263.84672339832,77.07,,,SA,2015 Volvo fh
0.0,0.0,0,0.0,0.0,0.0,0.0,,,AE,38287 dxb
0.07,38.17,4,22.0,18306.0,1222.16072439908,7.83,,,AE,2011 Renault premium
0.72,613.03,25,13.28,47817.0,34337.0766250675,128.33,,,AE,Volvo FH12 2011
0.0,0.0,0,0.0,3152.0,0.0,0.0,,,AE,"Vfh12, 2015"
0.08,25.77,2,30.0,15968.0,1353.198917440866,5.25,,,AE,2015 Volvo fh
0.0,0.0,0,0.0,0.0,0.0,0.0,,,AE,Volvo FH 2008
0.57,408.15,4,45.0,43752.0,24987.856223265622,85.43,,,SA,351742100804204
0.73,446.35,14,74.07,41818.0,30527.90812100977,93.88,452.9700000000012,134.90000000000146,AE,2012 Volvo fh
0.4,111.34,4,28.25,20636.0,8232.266259014577,23.91,165.12999999988824,86.11999999999534,AE,2008 Volvo fh12
0.71,316.23,6,18.83,27263.0,19314.389764685853,66.07,326.7599999997765,101.69000000000231,AE,2012 Volvo fh
0.1,20.07,3,19.0,25609.0,2544.6071950834744,4.16,,,AE,2016 MAN
0.81,119.12,5,25.0,12026.0,9702.441846855563,24.94,,,AE,2012 Volvo fh
1.0,971.58,5,73.6,47791.0,47866.262652393525,198.45,,,SA,2012 Volbo fh
0.0,0.0,0,0.0,0.0,0.0,0.0,,,AE,2015 MAN
0.0,0.0,0,0.0,0.0,0.0,0.0,,,AE,"Volvo fh12, 2005"
0.0,0.0,0,0.0,1465.0,0.0,0.0,16.0,6.309999999997672,AE,2014 Volvo fh
0.85,416.71,8,29.38,26316.0,22293.367797468447,86.18,,,AE,2013 Volvo fh
0.0,0.0,0,0.0,0.0,0.0,0.0,,,BH,2012 Volvo fh
0.32,188.8,16,23.88,48465.0,15642.999805805375,41.66,,,AE,2011 Volvo fh
0.5,74.78,6,25.0,11955.0,6005.521946823479,15.9,,,AE,2004 Volvo fh12
0.0,1.76,3,2.33,3840.0,0.0,0.5,0.0,5.690000000002328,AE,2011 Volvo fh
0.52,122.23,15,19.4,22535.0,11793.503019410038,27.1,,,AE,2007 Volvo fh12
0.0,2.36,15,1.07,38862.0,0.0,1.22,,,SA,2015 Volvo fh
0.0,8.2,7,10.86,15475.0,0.0,1.99,,,AE,"Volvo fh13, 2010"
0.7,463.05,7,30.86,33863.0,23761.130586237232,96.01,,,SA,2008 Volvo fh12
0.83,38.42,1,50.0,3320.0,2766.02178718257,7.73,,,AE,2013 volvo fh12
0.0,625.51,19,26.68,0.0,38446.50208790403,126.05,,,AE,2015 Volvo fh
0.79,1114.44,9,50.22,70801.0,55904.89739073617,230.05,,,SA,2013 Volvo fh
0.15,115.09,6,9.83,50758.0,7459.65221409641,25.11,,,KW,2014 Volvo fh
0.72,803.8,20,30.35,55963.0,40389.79542507177,167.2,,,AE,38287 dxb
0.0,0.0,0,0.0,38375.0,0.0,0.0,,,AE,9281
0.0,0.0,0,0.0,0.0,0.0,0.0,,,AE,Honda Unicorn
0.69,241.2,4,43.0,23049.0,15853.516672470092,50.51,,,AE,2008 Volvo fh12
0.0,4.34,4,2.75,19409.0,0.0,1.07,,,SA,2007 Volvo fh12
0.0,0.0,0,0.0,0.0,0.0,0.0,,,AE,2004 / Volvo fh12
0.0,0.0,0,0.0,0.0,0.0,0.0,,,AE,2006 Volvofh12 
0.0,0.0,0,0.0,0.0,0.0,0.0,,,SA,2007 Volvo fh12
12.3,295.68,3,28.67,1201.0,14769.738184209453,28.85,,,AE,2011 Volvo fh
